Source Destination Heuristic
888 892 0.9758
888 890 0.5626
888 889 0.7863
889 1017 0.6425
889 893 0.7782
889 891 0.6126
890 1018 0.1359
890 894 0.5086
890 891 0.3889
891 1019 0.6461
891 895 0.5885
892 1020 0.7320
892 894 0.9218
892 893 0.9678
893 1021 0.5799
893 895 0.7541
894 1022 0.5580
894 895 0.7082
895 1023 0.7619
896 960 0.4436
896 928 0.4300
896 912 0.5847
896 904 0.4858
896 900 0.5041
896 898 0.2910
896 897 0.5790
897 961 0.7950
897 929 0.7304
897 913 0.5154
897 905 0.8633
897 901 0.6159
897 899 0.4239
898 962 0.2585
898 930 0.1459
898 914 0.4907
898 906 0.4109
898 902 0.1188
898 899 0.1359
899 963 0.4789
899 931 0.1494
899 915 0.3445
899 907 0.2434
899 903 0.2969
900 964 0.7013
900 932 0.4832
900 916 0.3870
900 908 0.7687
900 902 0.3319
900 901 0.5410
901 965 0.7016
901 933 0.6164
901 917 0.6267
901 909 0.2129
901 903 0.4889
902 966 0.4588
902 934 0.1612
902 918 0.2674
902 910 0.1014
902 903 0.2798
903 967 0.6485
903 935 0.5576
903 919 0.6132
903 911 0.5571
904 968 0.4415
904 936 0.3666
904 920 0.4189
904 908 0.7503
904 906 0.6057
904 905 0.7701
905 969 0.8714
905 937 0.9054
905 921 0.6494
905 909 0.4603
905 907 0.6828
906 970 0.7656
906 938 0.7704
906 922 0.7346
906 910 0.3935
906 907 0.5184
907 971 0.2388
907 939 0.6286
907 923 0.3207
907 911 0.5035
908 972 0.9112
908 940 0.4723
908 924 0.8649
908 910 0.5381
908 909 0.4405
909 973 0.2461
909 941 0.2907
909 925 0.4019
909 911 0.2810
910 974 0.1451
910 942 0.1737
910 926 0.5702
910 911 0.3785
911 975 0.7084
911 943 0.6188
911 927 0.4617
912 976 0.5548
912 944 0.7019
912 920 0.5179
912 916 0.4676
912 914 0.7844
912 913 0.5212
913 977 0.2640
913 945 0.1917
913 921 0.3015
913 917 0.5262
913 915 0.4361
914 978 0.5875
914 946 0.4931
914 922 0.8143
914 918 0.6393
914 915 0.6993
915 979 0.4632
915 947 0.4803
915 923 0.4219
915 919 0.6607
916 980 0.5453
916 948 0.4264
916 924 0.4832
916 918 0.3225
916 917 0.4727
917 981 0.5110
917 949 0.8570
917 925 0.8157
917 919 0.7509
918 982 0.5698
918 950 0.6770
918 926 0.7363
918 919 0.6008
919 983 0.7593
919 951 0.7391
919 927 0.5178
920 984 0.3798
920 952 0.2199
920 924 0.5334
920 922 0.5478
920 921 0.2982
921 985 0.6547
921 953 0.3351
921 925 0.5910
921 923 0.2873
922 986 0.5506
922 954 0.6352
922 926 0.9113
922 923 0.5369
923 987 0.4912
923 955 0.5408
923 927 0.2788
924 988 0.6658
924 956 0.9206
924 926 0.8970
924 925 0.8262
925 989 0.4750
925 957 0.8949
925 927 0.5826
926 990 0.7593
926 958 0.7352
926 927 0.6533
927 991 0.6389
927 959 0.5230
928 992 0.4901
928 944 0.5472
928 936 0.3109
928 932 0.4092
928 930 0.2849
928 929 0.5815
929 993 0.3717
929 945 0.4067
929 937 0.7726
929 933 0.7309
929 931 0.4559
930 994 0.4165
930 946 0.1483
930 938 0.5054
930 934 0.1883
930 931 0.1593
931 995 0.4556
931 947 0.2851
931 939 0.5346
931 935 0.4100
932 996 0.2119
932 948 0.5226
932 940 0.1869
932 934 0.3125
932 933 0.5586
933 997 0.5247
933 949 0.8467
933 941 0.6942
933 935 0.6850
934 998 0.5304
934 950 0.5707
934 942 0.2335
934 935 0.4389
935 999 0.7010
935 951 0.6836
935 943 0.6193
936 1000 0.4425
936 952 0.1676
936 940 0.0886
936 938 0.5313
936 937 0.5019
937 1001 0.5683
937 953 0.5911
937 941 0.7358
937 939 0.8512
938 1002 0.7367
938 954 0.6711
938 942 0.5506
938 939 0.8806
939 1003 0.5847
939 955 0.8488
939 943 0.7439
940 1004 0.5154
940 956 0.5280
940 942 0.1079
940 941 0.3225
941 1005 0.7219
941 957 0.7837
941 943 0.6285
942 1006 0.5565
942 958 0.3387
942 943 0.4139
943 1007 0.5842
943 959 0.6802
944 1008 0.4472
944 952 0.4040
944 948 0.6606
944 946 0.4106
944 945 0.3724
945 1009 0.3059
945 953 0.2253
945 949 0.5224
945 947 0.2359
946 1010 0.2888
946 954 0.3140
946 950 0.5308
946 947 0.2741
947 1011 0.3132
947 955 0.5993
947 951 0.5587
948 1012 0.6780
948 956 0.8638
948 950 0.7809
948 949 0.8107
949 1013 0.8782
949 957 0.9362
949 951 0.8453
950 1014 0.9054
950 958 0.6760
950 951 0.8154
951 1015 0.7554
951 959 0.7444
952 1016 0.1683
952 956 0.6070
952 954 0.3074
952 953 0.2568
953 1017 0.4876
953 957 0.6390
953 955 0.5887
954 1018 0.2551
954 958 0.4592
954 955 0.6392
955 1019 0.7771
955 959 0.7850
956 1020 0.7378
956 958 0.7589
956 957 0.9892
957 1021 0.5957
957 959 0.8354
958 1022 0.3893
958 959 0.6049
959 1023 0.8274
960 992 0.5037
960 976 0.4137
960 968 0.3993
960 964 0.6408
960 962 0.4111
960 961 0.6597
961 993 0.4363
961 977 0.5435
961 969 0.8031
961 965 0.8808
961 963 0.8501
962 994 0.5291
962 978 0.3553
962 970 0.6132
962 966 0.5985
962 963 0.6015
963 995 0.7852
963 979 0.5976
963 971 0.4743
963 967 0.8306
964 996 0.4299
964 980 0.8596
964 972 0.8438
964 966 0.8282
964 965 0.8619
965 997 0.6099
965 981 0.5859
965 973 0.7349
965 967 0.8613
966 998 0.8280
966 982 0.7612
966 974 0.5025
966 967 0.8275
967 999 0.7920
967 983 0.7947
967 975 0.7998
968 1000 0.5174
968 984 0.4024
968 972 0.6023
968 970 0.6015
968 969 0.5428
969 1001 0.5343
969 985 0.8766
969 973 0.6572
969 971 0.4274
970 1002 0.7319
970 986 0.5817
970 974 0.5172
970 971 0.4860
971 1003 0.1949
971 987 0.4093
971 975 0.4436
972 1004 0.9543
972 988 0.7120
972 974 0.5181
972 973 0.7167
973 1005 0.6773
973 989 0.3192
973 975 0.6734
974 1006 0.5279
974 990 0.3342
974 975 0.4748
975 1007 0.6738
975 991 0.8856
976 1008 0.3001
976 984 0.4168
976 980 0.6324
976 978 0.3579
976 977 0.2975
977 1009 0.3782
977 985 0.6170
977 981 0.2487
977 979 0.2911
978 1010 0.3831
978 986 0.3237
978 982 0.5180
978 979 0.3514
979 1011 0.2961
979 987 0.5326
979 983 0.5617
980 1012 0.7969
980 988 0.7278
980 982 0.7926
980 981 0.5836
981 1013 0.5323
981 989 0.1703
981 983 0.5194
982 1014 0.7983
982 990 0.5928
982 983 0.7284
983 1015 0.7755
983 991 0.8804
984 1016 0.3282
984 988 0.5121
984 986 0.3826
984 985 0.7363
985 1017 0.8072
985 989 0.5387
985 987 0.8586
986 1018 0.1705
986 990 0.3986
986 987 0.5049
987 1019 0.7274
987 991 0.8512
988 1020 0.4829
988 990 0.5281
988 989 0.3145
989 1021 0.1758
989 991 0.5313
990 1022 0.4133
990 991 0.7449
991 1023 0.9432
992 1008 0.3901
992 1000 0.6218
992 996 0.2928
992 994 0.6217
992 993 0.2802
993 1009 0.2709
993 1001 0.1674
993 997 0.1653
993 995 0.3714
994 1010 0.5570
994 1002 0.6479
994 998 0.7587
994 995 0.7128
995 1011 0.4837
995 1003 0.5057
995 999 0.7467
996 1012 0.3673
996 1004 0.5404
996 998 0.4298
996 997 0.1779
997 1013 0.5562
997 1005 0.5523
997 999 0.5406
998 1014 0.8651
998 1006 0.8535
998 999 0.7925
999 1015 0.7729
999 1007 0.6659
1000 1016 0.4432
1000 1004 0.8693
1000 1002 0.6479
1000 1001 0.5089
1001 1017 0.4648
1001 1005 0.5544
1001 1003 0.3018
1002 1018 0.3208
1002 1006 0.7426
1002 1003 0.4407
1003 1019 0.5130
1003 1007 0.4250
1004 1020 0.7252
1004 1006 0.9640
1004 1005 0.9148
1005 1021 0.5338
1005 1007 0.6776
1006 1022 0.6071
1006 1007 0.7268
1007 1023 0.7314
1008 1016 0.2115
1008 1012 0.4646
1008 1010 0.3254
1008 1009 0.3807
1009 1017 0.5683
1009 1013 0.6617
1009 1011 0.3832
1010 1018 0.2300
1010 1014 0.6634
1010 1011 0.3279
1011 1019 0.4910
1011 1015 0.5099
1012 1020 0.5521
1012 1014 0.8026
1012 1013 0.7455
1013 1021 0.5377
1013 1015 0.7884
1014 1022 0.6188
1014 1015 0.8455
1015 1023 0.8384
1016 1020 0.2991
1016 1018 0.1161
1016 1017 0.3991
1017 1021 0.4443
1017 1019 0.6761
1018 1022 0.1853
1018 1019 0.3930
1019 1023 0.8195
1020 1022 0.3683
1020 1021 0.3442
1021 1023 0.5877
1022 1023 0
